year,week,Borough,Housing,Other jurisdiction,Patrol,Transit,18-24,25-44,45-64,65+,<18,Unknown,Female,Male,American indian/alaskan native,Asian / pacific islander,Black,Black hispanic,Other,Unknown.1,White,White hispanic,Domestic,Drug_&_Violence,Noise,Traffic_related,Number_of_persons_injured,Number_of_persons_killed,Backing unsafely,Driver inattention/distraction,Driver inexperience,Failure to yield right-of-way,Fatigued/drowsy,Following too closely,Lost consciousness,Other vehicular,Passing or lane usage improper,Passing too closely,Prescription medication,Traffic control disregarded,Turning improperly,Unsafe lane changing,Unspecified
2015,5,Bronx,60,14,1039,130,331,558,233,7,114,0,191,1052,2,11,548,192,0,13,55,422,73,0,1045,490,53.0,0.0,8,29,5,3,8,0,4,9,0,0,5,11,2,0,143
2015,6,Bronx,69,35,1170,193,386,691,271,4,115,0,272,1195,0,12,723,214,0,14,59,445,66,0,933,669,38.0,0.0,10,38,5,4,15,0,12,13,0,0,5,7,5,0,157
2015,7,Bronx,87,26,1244,216,426,726,293,12,116,0,232,1341,2,15,685,230,0,12,68,561,67,0,917,546,31.0,0.0,11,48,5,7,13,1,4,21,0,0,1,1,7,0,177
2015,8,Bronx,89,26,1222,143,390,689,308,10,83,0,225,1255,1,23,666,227,0,10,71,482,66,0,1114,543,26.0,0.0,8,44,3,6,10,0,3,21,0,0,8,3,6,0,175
2015,9,Bronx,87,43,1225,152,396,700,304,7,100,0,264,1243,1,10,722,193,0,15,50,516,65,0,958,684,41.0,0.0,9,31,6,7,9,0,4,20,0,0,2,3,1,0,147
2015,10,Bronx,100,24,1215,152,371,688,265,12,155,0,285,1206,3,14,663,201,0,13,56,541,57,0,891,733,36.0,0.0,10,46,5,9,18,0,6,26,0,0,4,2,10,0,233
2015,11,Bronx,102,26,1324,168,402,738,307,10,163,0,288,1332,4,14,762,225,0,13,70,532,56,0,1029,598,59.0,0.0,7,52,7,16,9,1,4,17,0,0,6,4,6,0,193
2015,12,Bronx,83,37,1215,144,399,683,257,12,128,0,242,1237,1,8,658,212,0,21,69,510,64,0,971,569,54.0,2.0,7,44,8,7,7,1,6,10,0,0,4,1,4,0,156
2015,13,Bronx,74,33,1223,126,392,676,253,5,130,0,288,1168,3,13,675,210,0,14,64,477,65,0,1018,539,54.0,0.0,7,45,5,12,8,0,3,16,0,0,8,1,4,0,178
2015,14,Bronx,91,24,1092,142,390,620,216,8,115,0,238,1111,2,10,636,188,0,17,57,439,85,0,1057,471,62.0,1.0,11,35,5,8,14,1,2,14,0,0,4,1,7,0,162
2015,15,Bronx,91,27,1149,155,380,668,266,3,105,0,248,1174,1,15,649,190,0,12,57,498,58,0,1135,452,66.0,0.0,9,40,5,8,8,0,7,14,0,0,7,4,2,0,170
2015,16,Bronx,101,36,1190,196,445,701,254,7,116,0,242,1281,2,12,694,222,0,14,74,505,65,0,1248,476,55.0,0.0,7,45,5,7,22,0,4,11,0,0,5,6,3,0,181
2015,17,Bronx,86,46,1214,158,391,704,269,12,128,0,248,1256,2,14,647,243,0,16,76,506,64,0,1078,476,58.0,0.0,12,52,9,7,15,0,7,14,0,0,3,6,7,0,173
2015,18,Bronx,67,15,1086,139,374,544,266,4,119,0,214,1093,2,10,584,182,0,11,69,449,103,0,1281,560,67.0,0.0,12,51,0,10,11,0,4,14,0,0,8,4,5,0,206
2015,19,Bronx,86,43,1069,142,365,641,236,6,92,0,253,1087,4,9,617,241,0,8,51,410,89,0,1572,628,80.0,0.0,5,45,7,10,17,0,3,17,0,0,2,0,6,0,213
2015,20,Bronx,78,48,1229,152,367,690,297,14,139,0,283,1224,1,18,704,239,0,17,54,474,92,0,1398,524,82.0,0.0,12,49,7,15,12,0,7,15,0,0,12,7,5,0,189
2015,21,Bronx,105,30,1124,187,429,616,258,9,134,0,246,1200,4,11,656,217,0,9,49,500,79,0,1546,523,62.0,0.0,10,45,3,11,13,0,2,24,0,0,7,2,5,0,195
2015,22,Bronx,85,23,1115,152,362,671,197,8,137,0,243,1132,1,12,614,220,0,12,46,470,98,0,1820,556,63.0,0.0,20,48,6,12,6,0,8,26,0,0,7,3,8,0,181
2015,23,Bronx,90,33,1197,206,445,681,257,14,129,0,244,1282,6,12,688,247,0,15,57,501,79,0,1518,584,66.0,0.0,12,76,7,11,9,0,5,21,0,0,3,2,4,0,191
2015,24,Bronx,99,15,1204,142,445,657,225,7,126,0,276,1184,4,18,646,229,0,11,46,506,115,0,1359,554,51.0,1.0,6,32,3,12,5,0,6,20,0,0,5,4,7,0,169
2015,25,Bronx,83,34,1209,156,417,686,245,8,126,0,293,1189,2,13,687,245,0,13,63,459,82,0,1474,601,80.0,0.0,13,49,4,11,23,0,3,22,1,0,7,0,4,0,198
2015,26,Bronx,69,33,1207,120,396,637,275,5,116,0,242,1187,3,9,656,188,0,7,72,494,93,0,1372,631,99.0,1.0,13,62,5,10,20,0,4,17,1,0,8,3,7,1,219
2015,27,Bronx,75,29,1189,157,462,628,245,8,107,0,243,1207,4,9,661,232,0,19,37,488,99,0,1739,525,61.0,0.0,11,36,7,5,10,1,7,15,0,0,8,1,3,0,187
2015,28,Bronx,95,37,1235,172,454,701,265,4,115,0,270,1269,1,11,724,241,0,22,77,463,119,0,1361,624,44.0,0.0,10,55,5,10,8,0,4,18,0,0,3,7,8,0,198
2015,29,Bronx,78,27,1231,165,403,692,259,16,131,0,298,1203,1,15,694,234,0,10,62,485,98,0,1446,578,89.0,0.0,10,53,13,14,13,0,6,18,0,0,10,5,10,0,201
2015,30,Bronx,67,50,1291,213,478,755,274,8,106,0,297,1324,3,7,733,247,0,17,67,547,92,0,1318,556,73.0,0.0,7,53,1,3,14,2,4,13,0,0,7,3,1,0,182
2015,31,Bronx,74,41,1099,132,361,595,251,12,127,0,220,1126,2,8,608,221,0,12,48,447,119,0,1447,552,57.0,0.0,8,64,2,6,8,0,3,23,1,0,6,5,3,0,192
2015,32,Bronx,109,75,1304,221,496,752,312,14,135,0,306,1403,2,14,828,266,0,11,66,522,107,0,1512,567,88.0,1.0,12,59,9,9,13,0,5,30,0,0,8,2,3,0,204
2015,33,Bronx,99,56,1276,209,469,795,254,8,114,0,299,1341,0,9,762,256,0,21,55,537,92,0,1538,549,73.0,0.0,8,77,5,7,10,0,4,19,0,0,7,5,6,0,202
2015,34,Bronx,103,44,1244,215,453,699,322,8,124,0,244,1362,4,15,735,252,0,16,68,516,109,0,1431,498,77.0,0.0,11,59,5,11,14,0,1,17,0,0,8,2,5,0,189
2015,35,Bronx,103,35,1235,191,460,702,265,13,124,0,270,1294,0,11,729,245,0,10,66,503,98,0,1717,547,59.0,0.0,7,43,3,10,13,0,4,12,0,0,10,4,8,2,165
2015,36,Bronx,117,44,1239,206,493,751,264,9,89,0,264,1342,4,21,748,238,0,16,54,525,81,0,1595,485,62.0,0.0,10,52,3,7,16,0,8,24,0,0,8,3,7,0,186
2015,37,Bronx,100,42,1211,169,492,677,249,10,94,0,256,1266,2,5,708,233,0,12,68,494,86,0,1442,605,68.0,1.0,9,41,5,4,12,0,7,19,0,0,6,7,8,0,217
2015,38,Bronx,112,76,1252,211,501,751,271,4,124,0,259,1392,6,22,763,264,0,13,74,509,109,0,1321,618,96.0,0.0,5,47,4,2,11,0,3,16,0,0,7,5,9,0,197
2015,39,Bronx,106,40,1134,166,413,640,257,7,129,0,250,1196,11,12,657,250,0,9,49,458,91,0,1486,600,65.0,0.0,13,41,2,5,18,0,4,13,0,0,2,3,5,1,173
2015,40,Bronx,95,61,1130,156,397,683,242,4,116,0,264,1178,3,12,635,254,0,12,68,458,75,0,1075,637,70.0,0.0,10,40,3,9,11,0,4,17,0,0,9,6,4,0,173
2015,41,Bronx,94,35,1242,166,413,702,280,11,131,0,285,1252,2,14,695,224,0,14,62,526,66,0,1207,600,88.0,0.0,10,64,4,7,11,0,7,17,0,0,10,6,6,0,211
2015,42,Bronx,115,86,1186,215,480,704,277,5,136,0,279,1323,3,19,744,244,0,33,54,505,47,0,1158,694,74.0,0.0,12,56,4,4,11,1,7,21,0,0,5,1,7,0,185
2015,43,Bronx,112,33,1121,188,413,660,246,8,127,0,251,1203,2,11,660,217,0,15,58,491,60,0,1215,611,48.0,0.0,8,45,4,10,10,0,6,21,1,0,10,2,5,0,177
2015,44,Bronx,95,46,927,125,335,551,198,4,105,0,193,1000,1,10,517,198,0,10,45,412,57,0,1000,583,61.0,0.0,10,37,6,7,14,0,5,17,0,0,7,6,4,1,159
2015,45,Bronx,93,39,1247,192,436,717,290,10,118,0,253,1318,1,14,753,225,0,22,55,501,55,0,1137,659,79.0,0.0,8,44,4,5,13,0,5,13,0,0,8,3,2,0,172
2015,46,Bronx,104,42,1064,192,369,645,256,14,118,0,235,1167,3,28,635,228,0,20,43,445,52,0,1085,627,52.0,0.0,14,53,6,12,12,0,5,18,0,0,5,4,8,0,209
2015,47,Bronx,111,42,1147,159,422,657,235,12,133,0,266,1193,2,22,661,213,0,10,56,495,53,0,1071,618,53.0,0.0,8,67,4,8,9,0,7,7,0,0,3,0,2,0,200
2015,48,Bronx,102,32,889,111,313,521,193,6,101,0,188,946,3,9,503,181,0,14,36,388,59,0,1374,606,71.0,0.0,8,44,4,10,10,1,10,12,0,0,6,7,8,0,189
2015,49,Bronx,107,38,966,220,378,609,221,9,114,0,212,1119,2,11,617,188,0,18,49,446,63,0,1085,683,87.0,0.0,13,70,9,8,12,0,5,9,0,0,5,4,6,2,196
2015,50,Bronx,107,24,998,184,385,587,233,10,98,0,224,1089,1,15,600,195,0,13,63,426,80,0,1120,614,51.0,0.0,3,56,9,6,6,0,4,9,1,0,4,1,7,0,219
2015,51,Bronx,95,56,1014,178,404,581,228,5,125,0,213,1130,0,17,623,201,0,10,50,442,74,0,1057,593,52.0,0.0,14,47,7,7,13,0,6,11,0,0,10,3,7,0,211
2015,52,Bronx,77,56,631,64,221,390,134,5,78,0,173,655,2,6,387,129,0,12,27,265,48,0,1464,581,79.0,0.0,8,55,2,10,8,0,2,12,0,0,6,5,7,0,173
2015,53,Bronx,49,88,379,42,166,231,82,1,78,0,83,475,2,5,253,78,0,6,19,195,20,0,606,362,23.0,0.0,8,31,3,3,7,0,2,14,0,0,3,2,2,0,90
2016,1,Bronx,104,37,1121,211,354,748,233,8,130,0,239,1234,3,20,656,212,0,14,54,514,67,0,1045,573,45.0,2.0,9,58,6,9,8,0,12,14,0,0,9,4,8,1,199
2016,2,Bronx,133,43,1129,199,441,680,251,5,127,0,255,1249,3,15,662,235,0,14,54,521,74,0,999,637,51.0,0.0,4,53,3,7,11,0,11,7,0,0,4,3,9,0,209
2016,3,Bronx,115,47,883,186,326,566,218,6,115,0,171,1060,0,4,598,175,0,6,52,396,61,0,802,585,52.0,1.0,8,51,1,10,11,0,10,11,0,0,7,5,4,0,177
2016,4,Bronx,101,53,1134,180,429,674,233,13,119,0,220,1248,3,9,691,207,0,9,62,487,83,0,1137,900,35.0,0.0,13,66,2,8,11,0,3,11,0,0,7,5,5,0,201
2016,5,Bronx,98,48,1167,212,398,748,245,16,118,0,248,1277,2,13,689,244,0,10,76,491,68,0,1134,661,64.0,0.0,8,45,2,7,12,0,4,15,0,0,3,5,6,0,199
2016,6,Bronx,103,35,1038,182,329,649,243,12,125,0,223,1135,1,11,635,207,0,15,47,442,89,0,995,576,38.0,0.0,8,40,4,11,9,0,4,12,0,1,4,3,8,0,170
2016,7,Bronx,100,24,1112,203,375,699,257,10,98,0,229,1210,4,11,658,227,0,7,40,492,64,0,1221,546,44.0,0.0,12,51,2,6,6,0,3,13,1,0,7,0,4,1,170
2016,8,Bronx,90,29,1003,149,340,570,251,10,100,0,208,1063,2,9,568,184,0,10,55,443,64,0,1031,708,54.0,0.0,12,47,3,10,12,0,4,9,0,0,8,1,2,0,196
2016,9,Bronx,94,28,1140,174,369,681,259,11,116,0,198,1238,0,10,680,207,0,12,56,471,68,0,1067,677,53.0,0.0,3,63,11,20,13,1,5,8,0,0,6,3,6,0,206
2016,10,Bronx,103,30,1192,187,473,703,226,6,104,0,243,1269,0,18,699,236,0,12,53,494,68,0,1375,605,63.0,0.0,6,53,4,7,14,0,7,8,0,0,2,3,3,0,185
2016,11,Bronx,110,20,1071,120,399,609,226,5,82,0,207,1114,1,10,584,230,0,14,63,419,82,0,1183,631,19.0,0.0,5,13,4,1,0,6,0,5,3,4,0,2,6,1,29
2016,12,Bronx,94,23,933,84,328,513,193,9,91,0,188,946,0,7,509,174,0,14,45,385,80,0,1176,612,20.0,0.0,11,14,5,2,0,11,0,6,2,3,0,4,6,1,41
2016,13,Bronx,94,43,980,100,340,574,188,8,107,0,210,1007,0,14,509,187,0,14,53,440,82,0,1321,637,23.0,0.0,6,19,1,4,0,4,0,1,4,5,0,0,0,2,37
2016,14,Bronx,99,35,1160,108,385,665,230,10,112,0,236,1166,2,20,641,198,0,15,60,466,64,0,1138,704,34.0,0.0,9,15,3,5,0,7,0,6,4,6,0,1,6,7,28
2016,15,Bronx,134,34,1133,127,399,667,217,12,133,0,224,1204,0,20,676,195,0,13,65,459,77,0,1328,826,21.0,0.0,8,30,8,5,0,6,0,4,3,4,0,1,1,2,41
2016,16,Bronx,143,44,1037,113,354,622,249,6,106,0,225,1112,1,12,614,203,0,12,57,438,97,0,1558,734,20.0,0.0,7,25,5,3,0,7,0,7,3,2,0,2,6,1,37
2016,17,Bronx,126,34,1089,104,368,613,227,6,139,0,217,1136,3,16,664,171,0,9,49,441,65,0,1456,658,10.0,0.0,10,19,1,2,0,5,0,3,3,4,0,2,0,0,18
2016,18,Bronx,124,53,1097,141,373,675,253,11,103,0,240,1175,0,15,655,199,0,13,76,457,101,0,1358,677,40.0,0.0,19,49,2,6,0,8,0,10,8,6,0,3,8,3,76
2016,19,Bronx,109,52,1197,145,373,710,284,15,121,0,242,1261,1,14,691,213,0,15,52,517,82,0,1526,749,73.0,0.0,19,85,6,16,1,28,1,7,10,15,0,1,18,9,102
2016,20,Bronx,104,49,1130,150,418,668,235,11,101,0,223,1210,4,12,652,220,0,13,63,469,74,0,1766,860,73.0,0.0,12,74,5,9,1,13,1,11,7,14,0,2,14,8,110
2016,21,Bronx,124,40,1114,106,354,641,260,6,123,0,228,1156,0,7,606,204,0,14,55,498,95,0,2232,766,70.0,0.0,21,94,17,12,0,15,0,11,9,10,0,0,13,3,111
2016,22,Bronx,128,56,1088,125,428,640,208,7,114,0,242,1155,2,12,663,203,0,10,48,459,80,0,1578,776,81.0,0.0,10,71,3,9,0,14,0,17,5,11,0,3,7,9,123
2016,23,Bronx,148,40,1014,119,370,638,205,10,98,0,264,1057,2,7,592,212,0,12,69,427,96,0,1701,772,57.0,0.0,15,77,6,11,0,16,0,13,10,13,0,2,7,7,103
2016,24,Bronx,136,51,1069,108,403,631,224,7,99,0,230,1134,0,8,630,226,0,11,60,429,102,0,1923,800,68.0,0.0,10,76,4,14,1,14,0,18,6,15,0,10,11,7,111
2016,25,Bronx,121,41,995,106,332,591,222,7,111,0,172,1091,1,7,563,220,0,12,57,403,98,0,1940,793,99.0,0.0,12,69,4,14,0,20,0,8,8,12,0,8,4,3,103
2016,26,Bronx,112,45,1043,116,353,612,248,7,96,0,225,1091,0,8,613,193,0,10,47,445,134,0,1783,818,75.0,0.0,15,62,4,11,0,9,0,15,8,21,0,5,7,6,110
2016,27,Bronx,138,41,1014,94,389,603,197,10,88,0,252,1035,0,14,547,221,0,12,46,447,129,0,1803,756,72.0,0.0,21,56,2,10,1,18,2,9,7,11,0,4,8,9,96
2016,28,Bronx,114,42,1028,101,329,627,235,11,83,0,227,1058,0,24,556,217,0,8,64,416,118,0,1819,765,90.0,0.0,21,79,6,11,0,21,0,11,9,10,0,0,8,5,115
2016,29,Bronx,119,38,1035,129,384,627,227,9,74,0,234,1087,0,9,616,197,0,13,33,453,141,0,1729,739,63.0,0.0,15,80,9,14,0,12,1,14,7,16,0,3,8,10,107
2016,30,Bronx,120,45,987,95,338,592,233,7,77,0,202,1045,3,15,565,232,0,4,40,388,86,0,1345,765,83.0,0.0,10,82,8,6,1,19,1,10,5,12,0,9,11,7,106
2016,31,Bronx,137,49,1062,109,400,628,212,10,107,0,241,1116,2,13,595,217,0,17,50,463,77,0,1846,732,71.0,0.0,22,80,3,13,0,14,0,15,3,11,0,3,11,7,97
2016,32,Bronx,135,43,1092,117,436,590,255,6,100,0,229,1158,2,17,658,234,0,8,45,423,109,0,1511,780,81.0,0.0,24,71,5,13,0,17,0,11,9,6,1,4,7,8,95
2016,33,Bronx,153,51,1009,135,400,605,231,13,99,0,237,1111,0,14,632,216,0,10,65,411,92,0,1478,711,73.0,0.0,21,62,7,13,0,20,0,8,4,15,0,3,13,4,97
2016,34,Bronx,126,48,1080,106,395,639,237,6,83,0,216,1144,0,14,619,211,0,4,49,463,76,0,1714,727,62.0,0.0,14,65,6,9,0,12,0,10,10,11,0,5,10,7,89
2016,35,Bronx,137,26,1024,131,372,617,233,11,85,0,244,1074,2,16,582,204,0,10,59,445,98,0,1859,765,64.0,0.0,24,74,6,7,0,13,0,12,3,11,0,6,11,8,99
2016,36,Bronx,129,55,962,92,328,635,187,9,79,0,213,1025,1,7,573,207,0,4,57,389,102,0,1722,735,83.0,0.0,18,74,6,21,0,21,0,13,8,12,0,6,12,6,80
2016,37,Bronx,121,39,1025,156,380,616,249,11,85,0,241,1100,5,12,580,234,0,3,51,456,117,0,1819,854,76.0,0.0,14,85,2,10,0,10,0,13,6,7,0,1,9,12,113
2016,38,Bronx,102,48,901,131,335,554,197,10,86,0,192,990,1,9,551,194,0,11,38,378,114,0,1563,858,85.0,0.0,13,56,7,25,0,15,1,9,7,6,0,3,14,9,115
2016,39,Bronx,103,47,952,108,311,620,180,7,92,0,210,1000,5,8,530,214,0,9,57,387,95,0,1266,778,73.0,0.0,18,60,7,10,0,17,0,15,6,6,0,4,7,5,104
2016,40,Bronx,135,48,1140,162,424,660,262,9,130,0,244,1241,2,18,652,248,0,22,59,484,105,0,1413,718,48.0,0.0,14,75,4,8,1,15,0,12,6,10,0,2,7,8,82
2016,41,Bronx,125,35,1083,136,344,690,249,11,85,0,228,1151,1,12,624,221,0,26,57,438,71,0,1470,685,32.0,0.0,11,74,1,6,0,13,0,11,7,7,0,5,6,6,90
2016,42,Bronx,142,66,1052,139,383,663,255,7,91,0,255,1144,1,21,637,196,0,9,63,472,103,2,1324,725,69.0,0.0,16,65,4,16,0,19,0,17,9,10,0,3,9,9,100
2016,43,Bronx,95,51,987,115,334,591,218,7,98,0,211,1037,1,13,542,204,0,9,50,429,87,7,1293,760,67.0,0.0,16,52,5,6,0,17,0,12,10,11,0,10,10,10,105
2016,44,Bronx,125,28,986,111,286,617,237,9,101,0,213,1037,1,10,568,199,0,10,43,419,91,11,1206,701,54.0,0.0,21,69,3,15,0,18,1,14,15,16,0,2,9,16,77
2016,45,Bronx,78,28,837,144,278,501,205,3,100,0,194,893,1,4,514,180,0,15,30,343,74,11,1300,727,61.0,0.0,13,57,5,11,0,17,0,11,9,3,0,6,10,9,76
2016,46,Bronx,115,54,995,135,387,611,199,7,95,0,217,1082,0,10,668,189,0,7,45,380,65,20,1235,832,65.0,0.0,19,66,3,11,0,17,0,10,6,14,0,3,6,9,100
2016,47,Bronx,97,24,797,104,247,512,173,5,85,0,180,842,1,13,451,138,0,7,39,373,62,12,1523,756,45.0,0.0,15,64,6,10,1,12,2,13,9,8,0,6,12,4,84
2016,48,Bronx,90,48,966,128,331,567,226,10,98,0,211,1021,3,13,568,190,0,13,57,388,70,17,1172,786,72.0,0.0,25,63,5,15,0,21,2,10,7,11,0,9,8,9,83
2016,49,Bronx,117,37,1069,181,370,662,260,5,107,0,250,1154,1,13,591,213,0,13,57,516,69,21,1256,829,63.0,0.0,18,77,6,14,0,15,0,18,14,5,0,8,4,7,82
2016,50,Bronx,100,39,902,135,331,584,188,6,67,0,189,987,2,14,523,179,0,19,48,391,58,18,1243,761,42.0,0.0,23,68,6,16,0,11,2,13,14,14,0,5,5,7,74
2016,51,Bronx,111,42,699,82,264,445,146,3,76,0,181,753,5,7,420,135,0,4,36,327,67,18,1400,707,55.0,0.0,20,57,5,14,0,20,0,15,10,10,0,2,7,11,104
2016,52,Bronx,92,21,639,80,218,418,128,7,61,0,137,695,0,12,373,129,0,9,27,282,56,18,1054,619,61.0,0.0,13,46,1,7,0,9,0,5,12,3,0,5,1,4,77
2016,53,Bronx,30,7,390,29,126,222,80,8,20,0,80,376,0,2,189,62,0,5,24,174,14,0,867,232,26.0,0.0,4,16,1,1,5,1,1,6,0,0,2,3,0,0,61
2017,1,Bronx,106,28,918,136,341,543,219,8,77,0,211,977,1,19,578,186,0,17,41,346,73,22,1245,740,26.0,0.0,18,58,3,10,2,10,0,12,7,8,0,4,5,7,76
2017,2,Bronx,127,33,1054,143,373,662,224,12,86,0,217,1140,2,13,585,215,0,11,48,483,68,16,1413,749,60.0,0.0,17,62,8,17,0,14,0,12,16,17,0,3,12,6,83
2017,3,Bronx,137,45,1132,125,413,656,229,7,134,0,259,1180,1,21,694,203,0,15,51,454,62,11,1500,803,58.0,0.0,10,65,1,10,1,19,1,11,4,8,0,2,8,11,99
2017,4,Bronx,129,39,1080,127,351,692,236,9,87,0,222,1153,1,8,620,189,0,9,49,499,58,14,1348,808,24.0,0.0,16,68,9,9,0,10,0,9,6,12,0,7,8,10,83
2017,5,Bronx,91,48,1064,127,307,665,262,1,95,0,216,1114,2,8,584,191,0,20,52,473,82,13,1208,710,67.0,0.0,18,75,6,10,0,20,1,18,9,14,0,6,14,8,82
2017,6,Bronx,99,49,999,111,314,622,207,10,105,0,212,1046,1,13,577,183,0,6,52,426,63,18,1145,719,47.0,0.0,12,43,4,7,0,21,0,14,9,7,0,4,10,5,69
2017,7,Bronx,133,48,1071,164,366,648,262,5,135,0,232,1184,1,5,664,212,0,14,53,467,79,14,1334,791,57.0,0.0,22,62,5,13,1,15,2,13,20,20,0,11,8,3,91
2017,8,Bronx,72,33,956,126,312,615,180,9,71,0,187,1000,1,15,538,171,0,8,40,414,57,13,1465,742,47.0,0.0,14,54,4,15,0,13,0,13,11,8,0,8,6,5,75
2017,9,Bronx,74,31,1056,104,346,590,230,6,93,0,210,1055,3,17,560,190,0,18,44,433,66,15,1171,783,58.0,0.0,21,67,4,15,1,13,0,14,9,23,1,9,10,6,93
2017,10,Bronx,125,49,1112,149,417,679,221,8,110,0,264,1171,4,11,694,203,0,10,51,462,57,19,1068,803,58.0,0.0,12,58,4,20,0,22,0,18,14,14,0,5,15,5,75
2017,11,Bronx,103,32,768,98,261,494,191,5,50,0,181,820,2,17,440,165,0,11,26,340,85,22,1311,981,52.0,0.0,19,58,7,7,0,26,0,19,13,11,0,8,7,6,90
2017,12,Bronx,105,36,991,87,341,603,198,8,69,0,233,986,1,16,555,158,0,13,60,416,55,15,1227,860,63.0,0.0,19,55,8,15,1,13,2,22,22,10,0,9,16,6,83
2017,13,Bronx,107,52,947,27,289,580,182,5,77,0,212,921,1,10,512,174,0,14,44,378,67,7,1301,819,47.0,0.0,18,80,6,15,0,16,0,9,13,16,1,10,10,12,86
2017,14,Bronx,103,33,1029,46,329,593,201,4,84,0,192,1019,0,15,555,190,0,6,44,401,53,16,1270,829,77.0,0.0,23,82,7,9,1,15,1,12,17,16,1,10,10,9,83
2017,15,Bronx,115,25,1055,104,365,635,208,7,84,0,205,1094,2,20,613,203,0,12,56,393,83,7,1975,702,59.0,0.0,26,55,5,12,0,11,0,12,18,10,0,4,10,5,66
2017,16,Bronx,118,37,1059,104,365,651,208,14,80,0,243,1075,2,11,588,201,0,13,54,449,80,9,1493,746,66.0,0.0,16,71,7,8,1,17,0,19,10,14,0,7,14,10,74
2017,17,Bronx,102,32,992,82,329,596,193,6,84,0,234,974,3,14,530,203,0,19,41,398,87,11,1872,859,80.0,1.0,18,70,4,17,2,22,0,15,12,18,0,12,17,9,74
2017,18,Bronx,121,40,1063,81,329,651,216,10,99,0,243,1062,2,13,583,207,0,11,52,437,72,15,1328,913,79.0,0.0,24,73,3,14,1,25,0,30,15,13,0,9,14,14,76
2017,19,Bronx,96,42,964,90,289,566,230,9,98,0,225,967,2,11,551,190,0,15,50,373,86,12,1343,882,60.0,0.0,25,72,8,18,0,18,0,23,12,12,0,6,9,8,81
2017,20,Bronx,83,40,1002,63,305,591,192,11,89,0,214,974,2,19,527,194,0,8,49,389,103,18,1879,852,89.0,0.0,20,83,4,20,0,21,0,24,17,18,0,8,14,15,77
2017,21,Bronx,89,48,967,56,290,555,213,13,89,0,234,926,4,17,496,203,0,10,56,374,64,12,1814,840,66.0,0.0,40,65,3,27,0,17,1,12,10,13,0,9,20,9,91
2017,22,Bronx,96,33,949,62,306,577,188,7,62,0,206,934,2,10,482,208,0,11,51,376,95,9,2099,874,77.0,0.0,28,56,11,15,0,23,0,19,10,14,2,7,15,14,54
2017,23,Bronx,111,35,1033,62,347,576,222,7,89,0,221,1020,1,9,572,187,0,17,45,410,91,16,2104,939,64.0,0.0,24,56,8,15,0,19,0,19,19,23,0,9,14,12,74
2017,24,Bronx,104,31,1007,62,298,600,219,8,79,0,226,978,0,10,553,187,0,15,52,387,87,10,1999,1036,71.0,0.0,34,70,6,18,1,18,0,19,22,21,0,12,19,9,86
2017,25,Bronx,96,32,1011,68,286,617,221,14,69,0,231,976,1,21,564,195,0,16,43,367,100,6,2024,1033,92.0,0.0,25,56,6,23,0,42,0,30,19,21,0,16,19,14,67
2017,26,Bronx,98,35,924,47,294,542,196,8,64,0,225,879,6,13,486,185,0,8,33,373,115,5,2078,900,77.0,0.0,31,72,3,32,0,29,0,11,17,21,0,7,13,11,87
2017,27,Bronx,99,37,880,25,290,525,175,3,48,0,216,825,3,18,416,188,0,17,62,337,98,7,2397,868,51.0,0.0,30,48,4,17,0,17,1,14,14,27,0,11,15,13,48
2017,28,Bronx,126,36,899,35,279,560,200,4,53,0,228,868,1,15,509,175,0,12,51,333,110,12,1726,906,68.0,0.0,17,65,8,19,0,24,0,15,19,29,0,8,23,16,68
2017,29,Bronx,72,33,1018,33,307,605,193,1,50,0,200,956,1,15,539,191,0,11,58,341,115,6,1576,949,96.0,0.0,26,55,4,20,0,26,1,10,22,13,0,8,16,11,64
2017,30,Bronx,86,40,988,76,328,547,224,11,80,0,196,994,0,12,533,218,0,6,46,375,95,14,2143,895,84.0,0.0,24,55,7,9,0,26,1,26,11,10,0,4,9,15,64
2017,31,Bronx,82,43,983,73,317,562,226,14,62,0,221,960,3,12,528,189,0,7,58,384,113,15,1882,880,95.0,0.0,27,63,5,20,0,32,0,15,23,20,0,12,20,15,74
2017,32,Bronx,101,45,1031,68,329,647,192,13,64,0,206,1039,3,17,607,201,0,12,50,355,103,15,1938,778,68.0,1.0,21,43,9,14,0,20,1,16,13,15,0,5,12,8,48
2017,33,Bronx,87,43,1008,99,326,635,198,8,70,0,218,1019,3,11,595,169,0,7,51,401,96,10,1832,818,42.0,0.0,19,47,6,11,0,18,0,12,9,20,0,4,12,7,53
2017,34,Bronx,88,45,941,86,296,588,183,3,90,0,223,937,4,17,559,183,0,5,46,346,106,18,1981,897,57.0,1.0,31,40,4,12,0,23,1,11,15,20,0,6,11,12,52
2017,35,Bronx,68,30,909,54,300,488,204,10,59,0,190,871,1,11,499,170,0,7,55,318,105,15,1674,726,60.0,0.0,22,56,8,18,0,33,0,14,14,15,0,7,7,6,49
2017,36,Bronx,110,47,987,74,345,581,219,9,64,0,224,994,0,16,547,206,0,10,41,398,99,12,1972,911,70.0,0.0,28,43,4,16,0,27,0,9,14,12,0,10,18,8,59
2017,37,Bronx,88,55,988,91,327,612,219,5,59,0,203,1019,1,10,534,218,0,14,48,397,112,14,1659,990,76.0,0.0,30,49,4,12,0,22,2,21,16,26,0,5,9,15,72
